appid;name;release_date;developer;publisher;platforms;categories;genres;positive_ratings;negative_ratings;average_playtime;median_playtime;owners;min_owners;max_owners;price
207690;Botanicula;07/05/2012;Amanita Design;Amanita Design;"windows;mac";"Single-player;Steam Achievements;Steam Trading Cards";"Adventure;Casual;Indie";3524;136;16;20;200000-500000;200000;500000;7.99
207710;Bumbledore;15/03/2012;Nimbly Games;Nimbly Games;"windows;mac";"Single-player;Steam Achievements;Steam Cloud";"Casual;Indie;Strategy";25;15;0;0;0-20000;0;20000;3.99
207730;Arena Wars 2;12/10/2012;ExDream GmbH;Just a Game;windows;"Single-player;Multi-player;Steam Achievements";"Action;Strategy";128;256;0;0;50000-100000;50000;100000;2.79
207750;Symphony;06/08/2012;Empty Clip Studios;Empty Clip Studios;"windows;mac;linux";"Single-player;Steam Achievements";"Action;Casual;Indie";1159;209;321;321;200000-500000;200000;500000;6.19
207790;Jane's Advanced Strike Fighters;08/03/2012;Trickstar Games;Deep Silver;windows;"Single-player;Multi-player;Co-op";Simulation;102;229;0;0;20000-50000;20000;50000;7.99
207930;Sacred Citadel;16/04/2013;Southend;Deep Silver;windows;"Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Stats;Steam Leaderboards";Action;645;287;220;263;500000-1000000;500000;1000000;7.99
208110;Myst V: End of Ages;16/03/2012;Cyan Worlds;Cyan Worlds;"windows;mac";Single-player;"Adventure;Casual";57;40;0;0;50000-100000;50000;100000;6.99
208140;Endless Space® - Collection;04/07/2012;AMPLITUDE Studios;SEGA;"windows;mac";"Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud";Strategy;5708;1417;1102;352;1000000-2000000;1000000;2000000;0.0
208200;Doom 3: BFG Edition;18/10/2012;id Software;Bethesda Softworks;windows;"Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Leaderboards";Action;3957;772;644;985;500000-1000000;500000;1000000;14.99
208400;Avernum: Escape From the Pit;11/04/2012;Spiderweb Software;Spiderweb Software;"windows;mac";"Single-player;Steam Achievements;Steam Cloud;Stats";"Strategy;RPG;Indie";658;55;0;0;100000-200000;100000;200000;6.99
208460;Tryst;14/09/2012;BlueGiant Interactive;BlueGiant Interactive;windows;"Single-player;Multi-player;Steam Achievements;Stats;Steam Leaderboards";"Action;Indie;Strategy";10;36;30;30;0-20000;0;20000;11.99
208500;F1 2012™;19/09/2012;Codemasters Birmingham;Codemasters;windows;"Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards";"Racing;Simulation;Sports";1447;176;1623;2887;200000-500000;200000;500000;14.99
208520;Omerta - City of Gangsters;31/01/2013;Haemimont Games;Kalypso Media Digital;"windows;mac";"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";"Simulation;Strategy";1029;632;209;281;200000-500000;200000;500000;10.99
208580;STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™;23/08/2012;"Obsidian Entertainment;Aspyr (Mac, Linux, & Windows Update)";"LucasArts;Disney Interactive;Lucasfilm;Aspyr (Mac, Linux)";"windows;mac;linux";"Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud";RPG;8047;978;990;774;2000000-5000000;2000000;5000000;7.19
208600;Lunar Flight;10/04/2012;Shovsoft;Shovsoft;"windows;mac";"Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support;Stats;Steam Leaderboards";"Indie;Simulation";465;95;411;476;50000-100000;50000;100000;10.99
208620;Midnight Mysteries: Salem Witch Trials;28/03/2012;MumboJumbo;MumboJumbo;windows;"Single-player;Steam Achievements";"Adventure;Casual";59;32;0;0;50000-100000;50000;100000;6.99
208630;Midnight Mysteries 3: Devil on the Mississippi;28/03/2012;MumboJumbo;MumboJumbo;windows;Single-player;"Adventure;Casual";60;15;0;0;50000-100000;50000;100000;6.99
208640;Midnight Mysteries 4: Haunted Houdini;28/03/2012;MumboJumbo;MumboJumbo;windows;Single-player;"Adventure;Casual";53;4;0;0;50000-100000;50000;100000;6.99
208650;Batman™: Arkham Knight;23/06/2015;Rocksteady Studios;Warner Bros. Interactive Entertainment;windows;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";"Action;Adventure";33121;12981;1266;1296;1000000-2000000;1000000;2000000;15.99
208670;Blades of Time;20/04/2012;Gaijin Entertainment Corporation;Gaijin Entertainment Corporation;"windows;mac";"Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards";"Action;Adventure";1363;333;105;105;200000-500000;200000;500000;6.99
208710;Colour Bind;24/09/2012;Finn Morgan;Puppy Punch Productions;windows;"Single-player;Shared/Split Screen;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Steam Leaderboards;Includes level editor";"Action;Indie";23;10;0;0;0-20000;0;20000;6.99
208730;Game of Thrones;07/06/2012;Cyanide Studios;Focus Home Interactive;windows;"Single-player;Steam Achievements;Full controller support";"Action;RPG";1407;587;1042;1421;200000-500000;200000;500000;10.99
208750;Apotheon;03/02/2015;Alientrap;Alientrap;"windows;mac;linux";"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud";"Action;Adventure;Indie;RPG";2239;240;716;716;200000-500000;200000;500000;10.99
209000;Batman™: Arkham Origins;24/10/2013;"WB Games Montreal;Splash Damage";Warner Bros. Interactive Entertainment;windows;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";"Action;Adventure";20365;3519;538;443;2000000-5000000;2000000;5000000;0.0
209060;Drunken Robot Pornography;19/02/2014;Dejobaan Games, LLC;Dejobaan Games, LLC;"windows;linux";"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Leaderboards;Includes level editor";"Action;Indie";524;99;167;167;50000-100000;50000;100000;10.99
209080;Guns of Icarus Online;29/10/2012;Muse Games;Muse Games;"windows;mac;linux";"Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Stats";"Action;Adventure;Indie;Simulation";12932;1276;275;295;2000000-5000000;2000000;5000000;3.99
209100;Resident Evil: Operation Raccoon City;18/05/2012;Slant Six Games;Capcom Co. Ltd;windows;"Single-player;Multi-player;Co-op;Full controller support";Action;1171;1079;237;237;100000-200000;100000;200000;22.99
209120;Street Fighter X Tekken;11/05/2012;Capcom U.S.A., Inc.;Capcom U.S.A., Inc.;windows;"Single-player;Multi-player;Co-op;Shared/Split Screen;Partial Controller Support";Action;858;697;136;196;100000-200000;100000;200000;22.99
209160;Call of Duty®: Ghosts;25/03/2014;Infinity Ward;Activision;windows;"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards";Action;14892;10757;266;307;1000000-2000000;1000000;2000000;39.99
209190;Stealth Bastard Deluxe;28/11/2012;Curve Studios;Curve Digital;"windows;mac;linux";"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards";"Action;Indie";783;93;373;465;200000-500000;200000;500000;6.99
209230;Sherlock Holmes and The Hound of The Baskervilles;23/04/2012;Waterlily Games;Frogwares;windows;Single-player;"Adventure;Casual";194;41;0;0;20000-50000;20000;50000;6.99
209330;A Valley Without Wind;24/04/2012;Arcen Games, LLC;Arcen Games, LLC;"windows;mac;linux";"Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support";"Action;Adventure;Indie";272;186;84;84;200000-500000;200000;500000;0.0
209360;All Zombies Must Die!: Scorepocalypse ;19/04/2012;Doublesix Games;Doublesix Games;windows;"Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards";"Action;Indie";43;14;0;0;20000-50000;20000;50000;3.99
209370;Analogue: A Hate Story;27/04/2012;Love Conquers All Games;Love Conquers All Games;"windows;mac;linux";"Single-player;Steam Achievements;Steam Cloud";Indie;1881;128;167;167;100000-200000;100000;200000;7.19
209390;Dungeonbowl - Knockout Edition;02/07/2012;Cyanide Studio;Bigben Interactive;windows;"Multi-player;Steam Achievements;Steam Cloud;Steam Leaderboards";"Sports;Strategy";15;52;487;487;20000-50000;20000;50000;9.99
209520;Mini Motor Racing EVO;01/05/2013;The Binary Mill;The Binary Mill;windows;"Single-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards";"Casual;Indie;Racing";411;224;121;121;50000-100000;50000;100000;3.99
209540;Strike Suit Zero;23/01/2013;Born Ready Games Ltd.;Born Ready Games;"windows;mac;linux";"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Workshop;Partial Controller Support;Steam Cloud;Steam Leaderboards;Includes level editor";"Action;Indie;Simulation";1211;339;57;77;200000-500000;200000;500000;14.99
209610;Roller Coaster Rampage;19/06/2012;Pantera Entertainment;Pantera Entertainment;windows;"Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards";"Casual;Indie;Simulation";61;49;0;0;20000-50000;20000;50000;6.99
209630;Magrunner: Dark Pulse;20/06/2013;Frogwares;Frogwares;windows;"Single-player;Steam Achievements;Full controller support;Steam Cloud";"Action;Adventure";251;50;0;0;20000-50000;20000;50000;6.99
209650;Call of Duty®: Advanced Warfare - Gold Edition;03/11/2014;"Sledgehammer Games;Raven Software";Activision;windows;"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards";Action;13389;8379;250;267;500000-1000000;500000;1000000;39.99
209670;Cortex Command;28/09/2012;Data Realms;Data Realms, LLC;"windows;mac";"Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor";"Action;Indie;Strategy";3119;1454;199;229;1000000-2000000;1000000;2000000;14.99
209690;Fieldrunners;24/05/2012;Subatomic Studios LLC;Subatomic Studios LLC;"windows;mac";Single-player;"Strategy;Indie;Casual";124;79;130;130;100000-200000;100000;200000;3.99
209730;R.A.W. Realms of Ancient War;11/10/2012;Wizarbox;Focus Home Interactive;windows;"Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud";"Action;RPG";288;312;24;24;200000-500000;200000;500000;11.99
209750;Cannon Fodder 3;06/08/2012;Burut CT;Game Factory Interactive;windows;"Single-player;Co-op";Action;57;56;0;0;20000-50000;20000;50000;10.99
209790;Splice;13/06/2012;Cipher Prime Studios;Cipher Prime Studios;"windows;mac;linux";"Single-player;Steam Achievements;Steam Cloud";"Indie;Casual";470;61;21;23;100000-200000;100000;200000;6.99
209830;Lone Survivor: The Director's Cut;23/04/2012;Jasper Byrne;Superflat Games;"windows;mac";"Single-player;Steam Cloud";"Action;Adventure;Indie;RPG;Simulation";1019;153;93;128;500000-1000000;500000;1000000;11.39
209850;Highborn;19/02/2013;Jet Set Games;Jet Set Games;"windows;mac";"Single-player;Steam Achievements;Stats";"Casual;Indie;Strategy";33;20;0;0;0-20000;0;20000;1.59
209950;Triple Town;06/12/2012;Spry Fox LLC;Spry Fox LLC;"windows;mac";"Single-player;Steam Trading Cards";"Casual;Indie;Strategy";559;50;170;170;50000-100000;50000;100000;6.99
210170;Spirits;04/09/2012;Spaces of Play;Spaces of Play;"windows;mac;linux";"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";"Action;Indie;Strategy";152;61;135;210;200000-500000;200000;500000;2.89
210230;Nancy Drew®: Tomb of the Lost Queen;16/05/2012;HeR Interactive;HeR Interactive;"windows;mac";Single-player;Adventure;19;2;0;0;0-20000;0;20000;14.99
210770;Sanctum 2;15/05/2013;Coffee Stain Studios;Coffee Stain Publishing;"windows;mac;linux";"Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";"Action;Indie;Strategy";11629;1273;293;203;2000000-5000000;2000000;5000000;11.39
210870;Cloudberry Kingdom™;02/08/2013;Pwnee Studios;Ubisoft;windows;"Single-player;Shared/Split Screen";Indie;174;17;33;33;20000-50000;20000;50000;8.59
210950;Rune Classic;13/06/2012;Human Head Studios;Human Head Studios;windows;"Single-player;Multi-player;Steam Achievements";"Action;Adventure";541;50;316;592;100000-200000;100000;200000;6.99
210970;The Witness;26/01/2016;Thekla, Inc.;Thekla, Inc.;"windows;mac";"Single-player;Steam Achievements;Captions available;Partial Controller Support;Steam Cloud";"Adventure;Indie";6572;1282;630;674;500000-1000000;500000;1000000;29.99
211010;Alien Shooter 2 Conscription;18/05/2012;Sigma Team Inc.;Sigma Team Inc.;windows;"Single-player;Steam Trading Cards";"Action;Indie;RPG";200;46;47;47;50000-100000;50000;100000;7.19
211160;Viking: Battle for Asgard;17/10/2012;Creative Assembly, PC Port - Hardlight;SEGA;windows;"Single-player;Steam Achievements;Steam Leaderboards";"Action;Adventure";856;1013;43;24;1000000-2000000;1000000;2000000;9.99
211180;Unmechanical;08/08/2012;Talawa Games;Teotl Studios;"windows;mac;linux";"Single-player;Steam Achievements;Partial Controller Support";"Adventure;Casual;Indie";371;28;58;96;50000-100000;50000;100000;6.99
211260;They Bleed Pixels;29/08/2012;Spooky Squid Games Inc.;Spooky Squid Games Inc.;"windows;mac;linux";"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";"Action;Indie";1965;327;300;390;200000-500000;200000;500000;6.99
211280;Primal Fears;08/01/2013;DnS Development;DnS Development;windows;"Single-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards";"Action;Indie";172;120;0;0;50000-100000;50000;100000;6.99
211340;Magical Diary: Horse Hall;31/05/2012;Hanako Games;Hanako Games;"windows;mac;linux";"Single-player;Steam Achievements;Steam Trading Cards";"Adventure;Indie;RPG";800;96;0;0;50000-100000;50000;100000;10.99
211360;Offspring Fling!;11/05/2012;Kyle Pulver;Kyle Pulver;"windows;mac";"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support";"Adventure;Indie";449;90;134;180;200000-500000;200000;500000;4.99
211400;Deadlight;25/10/2012;Tequila Works, S.L.;Microsoft Studios;windows;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Action;Adventure;Indie";8981;2298;307;415;500000-1000000;500000;1000000;9.99
211440;Adventures of Shuggy;13/06/2012;Smudged Cat Games Ltd;Smudged Cat Games Ltd;"windows;mac;linux";"Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards";Indie;955;149;69;83;200000-500000;200000;500000;3.99
211500;RaceRoom Racing Experience;12/02/2013;Sector3 Studios;"Sector3 Studios;RaceRoom Entertainment AG";windows;"Single-player;Multi-player;Steam Trading Cards;In-App Purchases;Partial Controller Support";"Free to Play;Racing;Simulation;Sports";5204;3571;81;42;2000000-5000000;2000000;5000000;0.0
211580;Wanderlust: Rebirth;27/07/2012;Yeti Trunk;Chucklefish;windows;"Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards";"Action;Adventure;Indie;RPG";249;229;152;283;100000-200000;100000;200000;3.99
211600;Thief™ Gold;22/05/2012;Looking Glass Studios;Square Enix;windows;Single-player;"Action;Simulation";1649;148;230;325;500000-1000000;500000;1000000;4.99
211740;Thief™ II: The Metal Age;22/05/2012;Looking Glass Studios;Square Enix;windows;Single-player;"Action;Simulation";845;51;1584;1584;200000-500000;200000;500000;4.99
211780;Conflict Desert Storm™;28/05/2012;Pivotal Games;Square Enix;windows;Single-player;Action;376;93;0;0;50000-100000;50000;100000;4.99
211800;Dead Hungry Diner;16/05/2012;Black Market Games;Black Market Games;windows;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards";"Casual;Indie";91;28;239;239;20000-50000;20000;50000;3.99
211820;Starbound;22/07/2016;Chucklefish;Chucklefish;"windows;mac;linux";"Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop";"Action;Adventure;Casual;Indie;RPG";74162;7816;3556;2055;2000000-5000000;2000000;5000000;11.99
211900;Conquest of Elysium 3;24/10/2012;Illwinter Game Design;Illwinter Game Design;"windows;mac;linux";"Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer";"Indie;Strategy";236;53;0;0;20000-50000;20000;50000;6.99
211970;Test Drive: Ferrari Racing Legends;10/12/2012;Slightly Mad Studios;Evolved Games;windows;"Single-player;Multi-player";Racing;144;108;1350;1350;0-20000;0;20000;14.99
212010;Galaxy on Fire 2™ Full HD;21/08/2012;Fishlabs Entertainment GmbH;bitComposer Games;windows;"Single-player;Steam Achievements;Partial Controller Support";"Action;Indie;Simulation;Strategy";1046;382;361;361;200000-500000;200000;500000;5.59
212030;Kung Fu Strike - The Warrior's Rise;24/07/2012;Qooc Software;Qooc Software;windows;"Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud";"Action;Indie";803;211;98;99;100000-200000;100000;200000;6.99
212050;Resonance;25/07/2012;XII Games;Wadjet Eye Games;windows;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";"Adventure;Indie";353;30;219;219;50000-100000;50000;100000;6.99
212070;Star Conflict;27/02/2013;Star Gem Inc.;Gaijin Entertainment;"windows;mac;linux";"Multi-player;MMO;Co-op;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support";"Action;Free to Play;Massively Multiplayer;Simulation";8647;2796;4623;113;2000000-5000000;2000000;5000000;0.0
212110;Sugar Cube: Bittersweet Factory;07/11/2012;Turtle Cream;Turtle Cream;windows;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";"Action;Indie";145;48;268;268;20000-50000;20000;50000;4.99
212160;Vindictus;22/06/2012;devCAT;NEXON Korea Corp. & NEXON America Inc.;windows;"Single-player;Multi-player;MMO;Co-op;Partial Controller Support";"Action;Adventure;Free to Play;Massively Multiplayer;RPG";3646;1460;408;249;1000000-2000000;1000000;2000000;0.0
212390;Continent of the Ninth Seal;13/09/2012;Cloud 9 Studio;Webzen;windows;"Multi-player;MMO";"Action;Free to Play;Massively Multiplayer;RPG";892;334;48;48;500000-1000000;500000;1000000;0.0
212500;The Lord of the Rings Online™;06/06/2012;Standing Stone Games, LLC;Standing Stone Games, LLC;"windows;mac";MMO;"Free to Play;Massively Multiplayer;RPG";6860;1644;892;300;2000000-5000000;2000000;5000000;0.0
212630;Tom Clancy's Ghost Recon: Future Soldier™;27/06/2012;"Ubisoft Paris;Red Storm Entertainment";Ubisoft;windows;"Single-player;Multi-player;Co-op";Action;2178;1153;229;325;200000-500000;200000;500000;12.49
